Order ID,Customer ID,Order Date,Category,Product Name,Unit Price (GBP),Quantity,Discount %,Region,Channel,Customer Segment,Payment Method,Review Rating,Returned,Previous Orders
100705,5116,2025-10-24,Furniture,Oak Bookshelf,23.97,2,0,Wales,In-Store,New,Card,4.5,No,3
101981,5591,2025-10-25,Decor,Framed Print,79.17,1,0,Wales,Online,Returning,Klarna,2.7,No,1
100393,5330,2025-08-31,Bedding,Cushion Cover,19.86,1,20,Wales,In-Store,New,Gift Card,5.0,No,5
100597,5521,2026-02-01,Bedding,Wool Throw,49.61,2,0,South East,In-Store,Returning,Card,4.5,No,2
101160,5306,2025-08-28,Bedding,Cushion Cover,21.13,1,0,Wales,Online,New,Gift Card,3.0,No,5
100223,5633,2025-02-17,Decor,Candle Set,56.15,1,0,North West,Online,VIP,PayPal,4.8,No,1
101023,5781,2025-12-19,Decor,Framed Print,27.65,2,0,London,Online,VIP,Card,4.9,No,3
101900,5305,2025-06-03,Storage,Storage Ottoman,79.22,2,0,North East,Online,VIP,Klarna,3.8,No,1
100722,5838,2025-12-17,Kitchen,Knife Block,41.87,2,10,Midlands,Online,VIP,Card,4.6,No,2
101016,5753,2025-05-01,decor,Wall Mirror,59.24,1,0,Scotland,Online,Returning,Card,5.0,No,2
100398,5176,2025-11-26,Furniture,Accent Chair,53.94,1,0,Scotland,In-Store,New,Card,5.0,No,4
100670,5118,2025-04-04,Kitchen,Kettle,56.83,1,0,,Online,Returning,Card,5.0,No,5
100314,5253,2025-12-10,Kitchen,Chopping Board,45.03,2,0,London,Online,VIP,Card,5.0,No,5
100288,5514,2025-01-26,Decor,Ceramic Vase,66.92,2,0,Midlands,In-Store,New,Card,3.7,No,3
101538,5099,2025-08-29,Decor,Wall Mirror,55.67,1,10,Scotland,Online,New,Card,3.3,No,2
101359,5092,2025-03-18,Bedding,Cushion Cover,24.38,1,5,Midlands,Online,New,Klarna,2.9,No,1
101051,5457,2025-06-03,Storage,Shoe Rack,34.57,2,0,North West,In-Store,New,Gift Card,4.5,No,3
100439,5072,2025-03-10,Decor,Candle Set,28.37,1,0,Midlands,In-Store,Returning,PayPal,3.8,No,3
101270,5043,2026-01-30,Storage,Laundry Basket,22.17,3,5,South West,Online,Returning,Card,4.2,No,3
101289,5091,2025-07-21,Kitchen,Knife Block,21.83,3,10,South East,Online,Returning,PayPal,3.8,No,5
100661,5159,2025-03-30,Furniture,Oak Bookshelf,36.9,1,5,Wales,In-Store,Returning,PayPal,3.8,No,2
100884,5139,2025-04-20,Decor,Ceramic Vase,34.23,4,0,Scotland,In-Store,Returning,PayPal,3.1,No,4
100018,5115,2026-03-31,Storage,Drawer Organiser,45.24,1,0,Wales,Online,New,Klarna,3.5,No,5
101385,5347,2025-12-09,Storage,Drawer Organiser,53.5,1,25,London,Online,VIP,Card,3.2,No,6
101798,5167,2026-01-20,Furniture,Accent Chair,19.76,4,15,South West,Online,New,Card,3.1,No,3
100282,5437,2026-01-27,Lighting,Table Lamp,36.97,2,0,Scotland,Online,New,Card,5.0,No,8
101917,5253,2025-01-09,Bedding,Mattress Topper,41.17,2,0,Wales,Online,Returning,Klarna,3.4,Yes,5
100352,5040,2025-05-27,Furniture,Oak Bookshelf,42.39,1,0,North East,In-Store,Returning,Klarna,4.6,Yes,5
101972,5828,2025-04-30,Decor,Candle Set,38.42,2,0,London,Online,Returning,Gift Card,3.1,No,5
100747,5478,2025-09-25,Lighting,Table Lamp,40.81,1,20,South East,Online,Returning,Card,3.9,No,5
100842,5590,2025-05-13,Storage,Laundry Basket,61.35,1,5,South West,In-Store,Returning,Klarna,4.2,No,2
100043,5630,2025-07-25,Lighting,Fairy Lights,30.01,4,15,North West,Online,VIP,Card,3.3,No,2
101404,5290,2025-10-11,Lighting,Floor Lamp,35.69,1,0,North East,Online,Returning,Card,4.1,No,2
100102,5179,2025-03-07,Decor,Woven Basket,20.72,1,5,North East,Online,Returning,Card,4.8,No,4
100276,5434,2025-07-12,Kitchen,Kettle,36.99,1,10,London,Online,Returning,Card,3.6,No,5
100287,5144,2025-04-22,Decor,Candle Set,53.8,2,5,Scotland,In-Store,New,PayPal,3.9,No,3
100447,5282,2025-09-16,Decor,Woven Basket,35.76,2,15,South East,Online,Returning,PayPal,4.1,No,6
101877,5209,2026-03-22,Bedding,Wool Throw,49.93,2,0,London,In-Store,Returning,PayPal,4.9,No,4
100250,5037,2025-03-20,Bedding,Mattress Topper,36.29,2,0,North East,In-Store,Returning,Card,5.0,No,5
100135,5715,2025-09-09,Furniture,Accent Chair,47.68,1,5,Scotland,Online,VIP,Klarna,3.8,No,3
100575,5006,2025-09-06,Decor,Framed Print,24.91,1,0,Midlands,In-Store,Returning,Klarna,3.1,Yes,3
100573,5254,2025-04-03,Storage,Shoe Rack,48.65,2,5,North East,In-Store,New,Card,3.4,No,4
100595,5288,2025-02-01,Decor,Wall Mirror,33.79,1,0,South East,Online,New,Card,5.0,No,6
101693,5591,2025-07-18,Bedding,Linen Duvet Set,23.27,1,5,Midlands,Online,Returning,Gift Card,2.7,No,1
100573,5254,2025-04-03,Storage,Shoe Rack,48.65,2,5,North East,In-Store,New,Card,3.4,No,4
101897,5516,2025-09-01,Bedding,Linen Duvet Set,37.99,4,0,South East,Online,New,Gift Card,4.0,No,1
100411,5156,2026-03-18,Storage,Laundry Basket,23.01,1,15,Wales,Online,Returning,Card,3.9,No,1
101689,5845,2025-03-05,Storage,Drawer Organiser,28.18,4,0,North West,Online,VIP,Card,3.0,No,2
100916,5412,2025-08-15,Bedding,Mattress Topper,37.86,4,0,South East,Online,New,Klarna,3.6,No,2
101082,5890,2025-12-10,Kitchen,Kettle,80.37,1,0,South West,Online,New,PayPal,4.6,No,1
101467,5572,2025-09-25,Kitchen,Cast Iron Pan,39.76,1,0,Wales,Online,Returning,Klarna,5.0,No,1
100695,5081,2025-04-29,Storage,Wall Shelf Unit,80.84,2,10,Midlands,Online,New,Card,4.7,No,4
102126,5229,2025-06-28,Bedding,Linen Duvet Set,87.16,1,0,North East,Online,New,Card,3.4,No,2
101974,5307,2025-06-11,Lighting,Table Lamp,29.01,1,15,London,Online,New,Card,5.0,No,6
100325,5877,2025-01-29,Storage,Shoe Rack,22.91,1,10,London,Online,New,PayPal,4.7,Yes,0
102013,5137,2025-07-09,Furniture,Coffee Table,39.86,1,15,London,Online,Returning,PayPal,3.8,No,4
100541,5638,2025-03-26,Kitchen,Chopping Board,33.78,3,0,Midlands,In-Store,New,Klarna,5.0,Yes,2
100356,5893,2025-02-16,Decor,Wall Mirror,47.64,1,0,South West,In-Store,New,Card,3.2,No,2
100494,5542,2025-07-13,Storage,Drawer Organiser,75.74,1,0,North West,In-Store,New,Card,4.3,No,4
100360,5673,2025-09-26,Kitchen,Ceramic Mug Set,44.92,1,0,North East,In-Store,Returning,PayPal,3.3,No,4
102079,5232,2025-11-30,Lighting,Fairy Lights,35.03,3,15,South West,Online,New,Card,4.1,Yes,2
100225,5649,2025-06-08,Storage,Drawer Organiser,49.15,3,5,South East,Online,VIP,Card,3.6,No,4
100861,5871,2025-04-24,Bedding,Linen Duvet Set,31.22,4,15,North West,Online,New,Card,3.4,No,3
101678,5377,2025-04-22,Storage,Wall Shelf Unit,29.82,1,0,Scotland,Online,VIP,Gift Card,,No,5
101910,5846,2025-05-28,Bedding,Cushion Cover,61.58,2,0,North West,Online,New,PayPal,3.7,No,3
101237,5004,2025-05-14,Lighting,Pendant Light,14.59,1,0,North East,Online,Returning,Card,2.8,No,1
101975,5503,2025-07-02,Decor,Wall Mirror,37.02,4,0,North East,Online,Returning,Card,2.9,Yes,4
100004,5394,2025-06-02,Kitchen,Chopping Board,61.23,2,5,Midlands,Online,New,Card,4.2,No,2
100216,5245,2025-08-10,Kitchen,Ceramic Mug Set,33.54,3,0,London,In-Store,New,PayPal,2.3,No,4
100099,5573,2025-04-11,Kitchen,Chopping Board,69.93,1,5,Scotland,In-Store,Returning,Klarna,2.9,No,5
100759,5115,2025-08-22,Lighting,Fairy Lights,34.9,1,0,North East,In-Store,Returning,PayPal,5.0,No,7
101508,5431,2025-12-11,Bedding,Wool Throw,33.54,3,20,,Online,Returning,PayPal,4.1,No,7
101497,5496,2025-05-21,lighting  ,Pendant Light,14.59,2,5,South West,Online,Returning,Klarna,4.6,Yes,3
101793,5309,2025-03-05,Kitchen,Cast Iron Pan,81.34,3,0,Midlands,Online,VIP,Card,3.8,No,8
101824,5789,2025-05-11,Storage,Storage Ottoman,50.06,1,15,North West,Online,Returning,Gift Card,4.0,No,3
101103,5827,2025-10-01,Lighting,Floor Lamp,53.33,3,0,London,Online,New,PayPal,3.6,No,3
102160,5300,2026-03-18,Decor,Woven Basket,70.68,1,0,North West,In-Store,New,Card,2.8,No,7
100168,5150,2025-03-22,Furniture,Accent Chair,26.65,1,15,South West,In-Store,Returning,Card,4.1,No,5
101253,5066,2025-07-25,Kitchen,Chopping Board,32.22,4,0,South East,Online,VIP,Klarna,3.7,No,3
101514,5297,2025-04-12,Decor,Framed Print,69.58,1,20,Midlands,Online,Returning,Card,3.8,No,1
100493,5678,2026-02-19,Storage,Laundry Basket,91.09,4,10,North West,Online,Returning,PayPal,5.0,No,1
100456,5499,2025-09-15,Storage,Storage Ottoman,51.69,3,5,Scotland,Online,New,Card,5.0,No,7
101730,5094,2025-12-03,Storage,Storage Ottoman,23.77,2,5,South West,Online,Returning,Card,4.6,No,6
101305,5549,2025-01-08,Decor,Ceramic Vase,31.54,4,0,Scotland,Online,Returning,Card,4.0,No,2
100522,5131,2025-11-01,Decor,Candle Set,59.13,2,0,Wales,Online,Returning,Card,4.9,No,4
102015,5582,2025-11-08,Bedding,Linen Duvet Set,60.43,2,10,Scotland,In-Store,VIP,Card,4.1,No,3
101239,5267,2026-03-02,Kitchen,Kettle,61.29,1,5,Midlands,Online,Returning,Klarna,5.0,No,3
100014,5685,2025-02-22,Furniture,Console Table,52.14,3,0,South West,Online,New,Card,4.8,No,2
100390,5137,2025-06-07,furniture,Accent Chair,31.13,1,5,South East,In-Store,New,Card,4.6,No,3
100872,5181,2025-08-07,Storage,Drawer Organiser,51.65,2,0,Wales,Online,Returning,Card,5.0,No,4
101525,5543,2025-01-05,Decor,Ceramic Vase,56.56,2,0,Wales,Online,New,Card,5.0,No,4
101241,5457,2026-03-08,Lighting,Pendant Light,52.26,2,0,Wales,In-Store,Returning,PayPal,4.3,No,2
100739,5664,2026-02-15,Lighting,Pendant Light,36.11,3,0,North East,In-Store,New,PayPal,4.1,No,5
100607,5290,2025-05-12,Lighting,Desk Lamp,43.87,4,0,London,Online,VIP,PayPal,2.7,Yes,3
101821,5281,2025-03-02,Lighting,Floor Lamp,42.81,4,0,North East,Online,New,Card,4.7,No,4
101308,5213,2026-01-05,Decor,Wall Mirror,28.37,3,10,North West,In-Store,Returning,Gift Card,4.1,No,2
101179,5233,2026-01-26,Furniture,Accent Chair,16.66,3,0,South West,Online,Returning,Gift Card,4.5,No,4
100658,5569,2025-12-21,Furniture,Bar Stool,36.59,1,0,Scotland,In-Store,VIP,Card,5.0,No,5
101553,5479,2026-03-14,Furniture,Accent Chair,29.19,1,0,London,Online,Returning,PayPal,4.3,No,1
100817,5038,2025-08-31,Storage,Wall Shelf Unit,21.68,2,15,South East,In-Store,Returning,Card,4.5,Yes,3
100502,5586,2025-12-28,Bedding,Cushion Cover,92.69,1,0,North West,In-Store,Returning,Card,4.2,No,4
102088,5596,2026-01-02,Kitchen,Chopping Board,48.46,2,20,Scotland,In-Store,Returning,Card,2.9,No,3
101876,5108,2025-01-11,Furniture,Bar Stool,51.3,3,0,North East,In-Store,Returning,Card,4.5,No,1
100429,5022,2025-10-08,Lighting,Desk Lamp,40.49,4,15,London,Online,New,Card,3.1,No,5
100987,5554,2025-12-15,Decor,Ceramic Vase,26.21,1,20,South East,Online,New,Klarna,5.0,No,2
101544,5512,2025-07-20,Bedding,Mattress Topper,23.0,1,10,South East,Online,VIP,Card,5.0,No,4
101134,5686,2026-01-22,lighting,Floor Lamp,33.37,1,0,London,In-Store,VIP,PayPal,4.1,No,4
100026,5579,2025-10-09,Lighting,Fairy Lights,60.06,1,5,Wales,Online,Returning,Klarna,3.1,No,1
100863,5108,2025-06-24,Lighting,Table Lamp,19.65,2,10,North East,Online,Returning,PayPal,4.6,No,2
101733,5629,2025-11-16,Bedding,Mattress Topper,39.3,2,15,North East,In-Store,Returning,Klarna,3.6,No,4
100685,5152,2025-06-11,Bedding,Pillow Pair,31.79,2,0,North West,Online,New,Card,2.5,No,3
101786,5219,2025-06-04,Kitchen,Kettle,22.1,2,0,Midlands,In-Store,VIP,Card,3.5,No,1
101529,5018,2025-06-05,Decor,Candle Set,61.97,2,10,North East,Online,Returning,Klarna,,Yes,5
100116,5511,2025-01-01,Lighting,Pendant Light,79.53,1,0,Wales,In-Store,Returning,Card,2.7,No,6
100689,5400,2025-03-09,Kitchen,Knife Block,35.99,1,0,Midlands,Online,VIP,Gift Card,3.5,No,4
100986,5587,2026-03-08,Kitchen,Knife Block,26.32,1,0,South East,In-Store,Returning,Card,5.0,No,3
100371,5302,2025-12-31,Kitchen,Knife Block,43.58,2,15,North East,Online,Returning,PayPal,3.3,No,5
101127,5768,2025-03-15,Furniture,Coffee Table,70.77,2,10,Wales,Online,Returning,Card,4.2,No,3
101614,5623,2025-07-21,Kitchen,Ceramic Mug Set,54.7,1,0,North West,Online,VIP,PayPal,4.2,No,5
101277,5591,2025-09-07,Decor,Ceramic Vase,64.2,3,15,North West,In-Store,VIP,Card,3.2,No,5
101076,5147,2026-02-25,Decor,Candle Set,38.12,1,5,North West,Online,Returning,PayPal,2.5,No,3
100097,5215,2025-03-18,Decor,Framed Print,49.33,1,0,North East,In-Store,New,Card,5.0,Yes,2
101471,5808,2025-03-07,Lighting,Desk Lamp,22.3,1,0,North West,Online,Returning,PayPal,3.6,No,4
100587,5620,2025-05-09,Decor,Candle Set,20.77,1,0,North East,Online,Returning,Card,3.0,No,5
102166,5831,2026-01-17,Kitchen,Cast Iron Pan,62.42,1,15,Midlands,Online,New,Klarna,3.7,No,1
100612,5416,2025-05-11,Storage,Storage Ottoman,56.49,4,0,South East,Online,VIP,Klarna,3.1,No,3
101789,5425,2025-07-08,Storage,Drawer Organiser,70.2,1,0,Scotland,Online,New,Card,5.0,No,2
101775,5692,2025-02-13,Kitchen,Chopping Board,17.17,1,0,,Online,New,PayPal,2.6,No,4
101757,5313,2025-08-26,Storage,Laundry Basket,73.17,2,5,Scotland,Online,Returning,Card,4.1,No,1
101645,5118,2026-02-24,Storage,Drawer Organiser,39.3,2,0,South East,Online,New,Card,3.6,No,1
100512,5671,2025-01-11,Lighting,Desk Lamp,22.28,4,0,Midlands,Online,Returning,Card,4.5,No,2
101362,5060,2025-03-19,Bedding,Linen Duvet Set,34.54,4,15,North East,Online,New,Klarna,4.8,No,7
100566,5213,2025-09-01,Storage,Laundry Basket,49.4,3,25,London,Online,Returning,PayPal,4.5,No,4
101939,5863,2026-02-05,Decor,Wall Mirror,44.07,1,0,South West,In-Store,New,Klarna,3.7,No,4
100119,5220,2026-01-23,Furniture,Bar Stool,37.41,3,0,Scotland,Online,Returning,Gift Card,3.9,No,2
100506,5408,2025-05-10,Furniture,Oak Bookshelf,40.02,1,0,Wales,Online,VIP,Klarna,3.8,No,4
101299,5477,2025-02-26,Furniture,Bar Stool,27.38,2,10,South East,Online,VIP,Card,5.0,No,2
101960,5168,2025-01-15,Kitchen,Kettle,18.87,1,0,Wales,In-Store,Returning,PayPal,4.3,No,2
100022,5333,2025-03-12,Furniture,Accent Chair,32.61,1,0,South East,Online,Returning,Gift Card,4.7,No,1
100501,5102,2026-02-05,Decor,Framed Print,77.27,1,0,South West,Online,VIP,Card,5.0,No,3
100790,5011,2025-07-14,Bedding,Wool Throw,43.4,1,20,London,Online,Returning,Card,,No,4
101006,5828,2025-11-05,Furniture,Oak Bookshelf,18.11,1,5,North West,Online,Returning,Card,5.0,No,7
101195,5473,2025-06-03,Decor,Woven Basket,36.36,1,20,South East,Online,Returning,PayPal,4.8,No,7
101426,5733,2025-12-05,Bedding,Mattress Topper,25.44,4,0,Scotland,In-Store,Returning,Gift Card,3.2,No,3
100165,5376,2025-12-12,Bedding,Cushion Cover,31.54,1,0,Scotland,Online,Returning,PayPal,4.8,No,3
101762,5368,2026-01-27,Kitchen,Kettle,39.78,4,5,North East,In-Store,New,PayPal,5.0,No,3
101767,5453,2025-12-24,Furniture,Oak Bookshelf,55.03,3,0,South West,Online,Returning,Gift Card,3.3,No,3
102086,5589,2025-12-15,Kitchen,Kettle,77.24,2,20,London,Online,Returning,Card,2.2,No,3
101633,5081,2026-01-03,Furniture,Accent Chair,32.08,2,15,Scotland,In-Store,New,Klarna,3.3,No,2
101518,5043,2025-04-24,Decor,Ceramic Vase,50.36,2,0,Wales,Online,VIP,Card,3.6,No,3
101765,5518,2025-04-01,Lighting,Desk Lamp,32.42,1,10,Scotland,In-Store,New,PayPal,3.9,No,2
101801,5051,2025-05-25,Decor,Candle Set,37.54,1,5,South East,Online,New,Card,2.8,No,3
100379,5341,2026-03-18,Kitchen,Ceramic Mug Set,68.49,1,0,Wales,Online,VIP,Card,5.0,No,3
100064,5870,2025-08-23,Kitchen,Kettle,31.69,1,15,South East,Online,New,Gift Card,3.8,No,6
101264,5740,2025-01-24,Lighting,Desk Lamp,29.88,2,0,South East,In-Store,Returning,Gift Card,2.9,No,8
101302,5361,2025-10-19,Bedding,Wool Throw,49.6,2,0,North West,In-Store,VIP,Card,2.0,No,2
100699,5045,2025-12-29,Bedding,Cushion Cover,84.92,4,5,London,Online,VIP,Card,3.7,No,2
101418,5394,2025-07-06,Kitchen,Knife Block,47.76,1,0,South West,Online,VIP,PayPal,3.6,No,5
100295,5490,2025-07-10,Storage,Storage Ottoman,34.44,1,0,North East,In-Store,New,Card,3.8,No,4
101506,5218,2025-08-16,Kitchen,Knife Block,71.06,2,0,Wales,Online,Returning,Card,5.0,Yes,3
100869,5401,2025-03-09,Decor,Wall Mirror,62.16,1,10,Scotland,Online,VIP,Card,5.0,Yes,3
100316,5593,2026-01-09,Decor,Candle Set,26.55,4,0,South West,Online,Returning,Card,2.5,No,2
100529,5823,2025-09-22,Furniture,Coffee Table,40.16,2,0,South East,Online,Returning,PayPal,4.3,No,5
100131,5508,2025-01-30,Bedding,Cushion Cover,54.03,2,0,London,In-Store,Returning,Card,4.8,No,9
101694,5355,2025-04-02,Bedding,Pillow Pair,16.16,3,10,South East,Online,Returning,Card,4.0,No,3
100190,5271,2026-02-02,Kitchen,Cast Iron Pan,29.87,1,0,London,Online,New,Card,3.6,No,5
100028,5740,2026-03-01,Kitchen,Ceramic Mug Set,54.93,4,0,North East,Online,Returning,PayPal,2.1,No,4
101559,5895,2025-02-06,Storage,Drawer Organiser,23.41,4,0,North West,Online,New,Card,4.3,No,1
100650,5763,2025-06-14,Furniture,Oak Bookshelf,39.1,4,0,North West,Online,Returning,Card,3.0,No,1
101623,5831,2025-09-07,Bedding,Cushion Cover,82.9,2,0,North East,Online,Returning,Klarna,4.0,No,1
101091,5452,2025-07-03,Lighting,Pendant Light,37.26,1,5,North East,Online,Returning,Card,3.5,No,2
101458,5409,2026-02-24,Furniture,Console Table,54.85,1,0,South West,Online,New,Gift Card,4.0,Yes,3
101861,5665,2025-03-07,Storage,Wall Shelf Unit,29.85,3,20,North West,Online,VIP,Card,4.1,No,4
101637,5148,2025-03-31,Decor,Framed Print,30.99,3,20,South East,In-Store,New,Card,4.5,No,1
101953,5064,2026-02-19,Furniture,Accent Chair,40.34,1,5,South West,Online,New,Card,4.4,No,2
101911,5066,2025-01-02,Lighting,Floor Lamp,33.78,1,0,North West,In-Store,Returning,PayPal,4.8,No,4
100322,5096,2025-01-21,Bedding,Cushion Cover,62.95,1,10,North East,Online,Returning,Card,3.3,No,5
101862,5266,2025-01-10,Decor,Candle Set,36.36,1,0,London,Online,VIP,Card,4.2,No,2
101390,5818,2026-02-18,Lighting  ,Desk Lamp,38.95,2,10,Scotland,Online,Returning,Gift Card,5.0,No,3
102091,5798,2025-01-31,Kitchen,Knife Block,61.06,1,0,Wales,In-Store,VIP,PayPal,4.5,No,0
100267,5402,2025-05-18,Decor,Woven Basket,38.28,1,15,North East,Online,Returning,Card,4.9,No,4
101634,5792,2025-10-28,Furniture,Accent Chair,37.9,1,5,Wales,In-Store,New,Klarna,3.9,No,3
100586,5832,2025-02-23,Decor,Candle Set,37.12,4,0,London,Online,New,Klarna,3.9,No,0
100711,5611,2025-02-21,Decor,Framed Print,55.56,1,5,Wales,Online,VIP,Gift Card,3.8,No,1
101341,5480,2025-12-01,Storage,Storage Ottoman,26.87,1,5,South East,In-Store,New,PayPal,4.0,No,3
101611,5698,2025-04-15,Bedding,Mattress Topper,26.72,1,0,South East,Online,New,Card,2.5,No,3
101780,5616,2025-03-10,Bedding,Mattress Topper,25.5,4,10,Midlands,Online,Returning,Klarna,4.2,No,3
100076,5428,2025-07-13,Kitchen,Cast Iron Pan,54.13,3,10,London,In-Store,Returning,Card,2.6,No,5
102105,5784,2025-11-01,Kitchen,Knife Block,33.46,3,0,South West,In-Store,New,PayPal,3.8,Yes,1
101647,5309,2025-12-18,Decor,Ceramic Vase,24.38,1,15,South East,In-Store,Returning,Klarna,4.7,No,3
100220,5812,2025-07-10,Storage,Storage Ottoman,32.23,3,0,South West,Online,Returning,PayPal,3.3,No,8
102108,5124,2025-12-30,Lighting,Table Lamp,69.77,2,0,Wales,Online,Returning,Card,4.0,No,3
100303,5008,2025-12-09,Storage,Wall Shelf Unit,34.65,1,15,North East,Online,Returning,Card,2.7,No,0
100572,5374,2025-01-19,Decor,Framed Print,30.99,4,5,Midlands,In-Store,Returning,Klarna,4.1,Yes,3
100864,5694,2025-02-27,Storage,Storage Ottoman,32.45,2,0,Wales,Online,Returning,Card,4.7,No,5
101227,5096,2025-08-07,kitchen,Kettle,61.31,4,0,South East,In-Store,Returning,Klarna,4.4,No,4
100631,5663,2026-02-24,Lighting,Table Lamp,47.19,1,0,South East,In-Store,Returning,Card,4.2,No,2
101516,5837,2025-05-11,Decor,Ceramic Vase,24.78,1,15,Scotland,Online,Returning,Card,2.1,No,3
101562,5228,2025-08-19,Lighting,Fairy Lights,42.48,1,0,London,In-Store,New,Card,3.8,No,1
102139,5485,2025-12-03,Bedding,Mattress Topper,35.17,2,5,London,In-Store,VIP,Klarna,5.0,No,4
101591,5662,2025-02-20,Lighting,Table Lamp,36.71,3,0,Midlands,Online,Returning,Card,5.0,No,3
101193,5153,2025-12-29,Storage,Drawer Organiser,44.31,2,0,South East,Online,New,Klarna,3.4,No,3
100181,5844,2025-03-23,Decor,Woven Basket,16.03,1,0,Midlands,Online,Returning,PayPal,4.3,Yes,7
101870,5695,2025-02-15,Kitchen,Cast Iron Pan,33.88,4,10,Scotland,Online,Returning,Card,5.0,No,1
101704,5179,2025-01-06,Bedding,Linen Duvet Set,45.94,4,0,Scotland,Online,New,PayPal,2.3,No,4
101434,5505,2025-12-12,Furniture,Bar Stool,45.46,3,0,Wales,In-Store,New,Klarna,4.7,No,2
102143,5866,2025-08-01,Bedding,Mattress Topper,60.33,1,0,South East,Online,New,Card,4.8,No,2
100377,5662,2025-05-04,Decor,Wall Mirror,36.31,3,0,Scotland,Online,Returning,Klarna,3.7,No,7
101596,5148,2025-05-06,Bedding,Wool Throw,36.01,3,5,South East,Online,Returning,Card,4.9,Yes,2
100732,5376,2025-11-03,Kitchen,Cast Iron Pan,59.54,2,0,North West,Online,Returning,Klarna,3.5,No,3
100024,5834,2025-07-12,Kitchen,Ceramic Mug Set,52.72,1,0,North East,In-Store,VIP,Card,1.8,No,3
101579,5101,2026-03-25,Decor,Framed Print,42.68,4,0,South East,Online,VIP,Card,4.1,No,4
100684,5862,2025-01-23,lighting,Floor Lamp,82.31,4,0,North East,Online,New,Card,4.8,No,1
101298,5609,2025-08-05,Decor,Wall Mirror,25.53,3,0,South West,Online,Returning,PayPal,4.9,No,5
100347,5892,2025-12-28,Storage,Laundry Basket,78.18,2,0,North West,Online,VIP,PayPal,2.7,No,5
101950,5289,2025-06-27,Furniture,Bar Stool,41.72,2,10,South West,Online,Returning,Card,4.3,No,0
100644,5432,2025-08-08,Lighting,Pendant Light,34.53,3,10,North East,Online,Returning,PayPal,5.0,No,0
100807,5490,2025-09-30,Bedding,Wool Throw,77.24,1,0,South West,Online,Returning,Card,5.0,Yes,1
102043,5671,2026-01-11,Furniture,Console Table,32.2,1,0,London,Online,Returning,Klarna,5.0,Yes,4
100009,5181,2025-04-17,Kitchen,Chopping Board,36.6,1,5,Scotland,In-Store,New,Card,3.8,No,3
102151,5295,2025-10-04,Kitchen,Ceramic Mug Set,43.32,2,0,South West,In-Store,Returning,Klarna,5.0,No,3
100229,5492,2025-12-10,Bedding,Pillow Pair,60.59,2,0,London,In-Store,Returning,PayPal,5.0,No,2
100490,5545,2026-03-23,Bedding,Wool Throw,47.5,1,0,Midlands,Online,VIP,Card,5.0,No,2
100214,5404,2025-10-01,Bedding,Pillow Pair,97.7,4,15,North East,Online,New,PayPal,4.1,No,4
101322,5247,2025-06-01,Storage,Shoe Rack,19.64,1,25,Wales,Online,Returning,Card,4.4,No,1
100836,5699,2026-03-12,Decor,Ceramic Vase,28.79,1,15,South East,In-Store,New,Klarna,4.6,No,1
101993,5258,2025-12-04,Bedding,Wool Throw,31.55,2,0,London,Online,New,Card,3.5,No,3
100803,5463,2026-02-28,Lighting,Table Lamp,44.74,2,0,North East,In-Store,New,Card,4.5,No,3
100450,5257,2025-05-31,Decor,Wall Mirror,39.65,1,15,London,Online,New,Klarna,2.6,No,11
101619,5109,2025-10-13,Decor,Candle Set,43.64,1,5,South East,Online,New,Card,,No,4
100016,5707,2025-06-27,Kitchen,Cast Iron Pan,35.91,2,0,Wales,Online,VIP,PayPal,4.0,No,0
101755,5563,2025-09-27,Kitchen,Kettle,58.92,4,0,North East,Online,New,PayPal,4.3,Yes,3
102075,5626,2025-01-16,Kitchen,Knife Block,36.21,1,0,North West,Online,Returning,Card,3.7,No,5
100928,5271,2026-02-18,Kitchen,Chopping Board,39.88,1,0,London,Online,Returning,Klarna,4.3,No,2
101556,5146,2025-05-26,Lighting,Table Lamp,46.4,1,0,South West,In-Store,VIP,Card,3.2,No,3
101124,5219,2025-10-18,Decor,Wall Mirror,32.76,4,0,South East,Online,Returning,Gift Card,5.0,No,1
101123,5241,2025-12-24,Decor,Candle Set,34.5,2,0,North West,Online,Returning,Card,5.0,Yes,5
100547,5386,2025-04-13,Kitchen,Kettle,68.57,1,10,North West,Online,VIP,PayPal,4.5,No,4
100728,5078,2025-05-26,Bedding,Pillow Pair,45.93,2,0,London,Online,Returning,Gift Card,5.0,No,0
101380,5486,2025-02-05,Kitchen,Cast Iron Pan,21.1,3,0,South West,Online,VIP,Card,3.7,No,1
101777,5299,2025-10-21,Kitchen,Kettle,50.67,4,20,London,In-Store,Returning,Card,4.0,No,1
100355,5872,2026-03-23,Lighting,Desk Lamp,28.89,4,5,Scotland,In-Store,New,Card,5.0,No,2
100281,5248,2025-10-24,Bedding,Cushion Cover,50.98,1,0,South East,In-Store,Returning,Card,5.0,No,2
100208,5872,2025-11-20,Lighting,Pendant Light,40.05,4,25,London,In-Store,Returning,Gift Card,2.5,No,2
100883,5403,2025-05-06,Bedding,Pillow Pair,43.62,2,0,North West,Online,Returning,PayPal,3.7,No,1
100769,5125,2025-11-24,Bedding,Wool Throw,29.91,4,15,North East,In-Store,New,Card,3.4,No,3
101720,5465,2025-10-07,Furniture,Oak Bookshelf,65.25,3,0,North West,In-Store,New,Card,2.5,No,3
